Honor Guard,Почетный Караул,Существо — Человек Солдат,{W}: Почетный Караул получает +0/+1 до конца хода.
Horror of Horrors,Ужас ужасов,Чары,"Принесите в жертву Болото: регенерируйте целевое черное существо. #(Если в течение этого хода это существо будет уничтожено, оно не отправляется на кладбище. Вместо этого поверните его, снимите с него все повреждения и выведите его из боя)#."
Hunted Wumpus,Загнанный Вумпус,Существо — Зверь,"Когда Загнанный Вумпус входит в игру, каждый другой игрок может положить в игру одну карту существа из своей руки."
Icy Manipulator,Ледяной Манипулятор,Артефакт,"{1}, {T}: Поверните целевой артефакт, существо или землю."
Imaginary Pet,Воображаемый питомец,Существо — Иллюзия,"В начале вашего этапа поддержки, если у вас в руке есть хотя бы одна карта, верните Воображаемого питомца в руку владельца."
Inspirit,Воодушевление,Мгновенное заклинание,Разверните целевое существо. Оно получает +2/+4 до конца хода.
Ivory Mask,Маска из слоновой кости,Чары,Вы не можете стать целью заклинания или способности.
Jade Statue,Нефритовая статуя,Артефакт,{2}: Нефритовая статуя становится артефактом со значением силы 3/6 до конца боя. Разыгрывайте эту способность только во время боя.
Jester's Cap,Шутовской колпак,Артефакт,"{2}, {T}, Принесите в жертву Шутовской колпак: выберите из библиотеки целевого игрока три карты и выведите их из игры. Затем целевой игрок тасует библиотеку."
Kami of Old Stone,Ками древнего камня,Существо — Дух,
Karplusan Forest,Карплюсанский Лес,Земля,"{T}: Добавьте {C} в ваше хранилище маны.
{T}: Добавьте {R} или {G} в ваше хранилище маны. Карплюсанский Лес наносит вам 1 повреждение."
Karplusan Yeti,Карплюсанский йети,Существо — Йети,"{T}: Целевому существу количество повреждений, равное силе карплюсанского йети. Карплюсанскому йети наносится количество повреждений, равное силе этого существа."
Kavu Climber,Скалолаз Каву,Существо — Каву,"Когда Скалолаз Каву входит в игру, возьмите карту."
King Cheetah,Король гепардов,Существо — Кошка,"Вы можете разыграть Короля гепардов тогда же, когда вы можете разыграть мгновенное заклинание."
Kird Ape,Обезьяна Кирд,Существо — Обезьяна,"Обезьяна Кирд получает +1/+2, пока вы контролируете Лес."
Ley Druid,Друид с пастбищ,Существо — Человек Друид,{T}: Разверните целевую землю.
Llanowar Behemoth,Лановарский бегемот,Существо — Элементаль,"Поверните неповернутых существ, которых вы контролируете: Лановарский бегемот получает +1/+1 до конца хода."
Lord of the Undead,Повелитель Нежити,Существо — Зомби,"Другие существа Зомби получают +1/+1.
{1}{B}, {T}: Верните целевую карту Зомби из вашего кладбища в вашу руку."
Loxodon Warhammer,Локсодонский Боевой Молот,Артефакт — Снаряжение,"Снаряженное существо получает +3/+0 и имеет Цепь жизни и Пробивной удар. #(Когда оно наносит повреждения, вы получаете столько же жизни. Если оно нанесло достаточно боевых повреждений, чтобы уничтожить блокирующие его существа, вы можете нанести оставшиеся повреждения защищающемуся игроку.)#
Снарядить {3} #({3}: Прикрепите к целевому существу под вашим контролем. Снаряжайте только как волшебство.)#"
Lumengrid Warden,Дозорный Луменгрида,Существо — Человек Чародей,
Magnivore,Магнивор,Существо — Лургойф,"Ускорение #(Это существо может нападать во время того хода, когда оно попало под ваш контроль)#.
Сила и здоровье Магнивора равняются числу карт волшебства на всех кладбищах."
Mana Clash,Звон маны,Волшебство,"Вы и целевой оппонент бросаете по монете. Звон маны наносит 1 повреждение игроку, у которого выпала решка. Бросайте монеты, пока у обоих игроков одновременно не выпадет орел."
Marble Titan,Мраморный титан,Существо — Гигант,"Существа со значением силы 3 или более не разворачиваются во время этапа разворота игрока, который их контролирует."
Maro,Маро,Существо — Элементаль,Сила и здоровье Маро равняются числу карт в вашей руке.
Master Decoy,Мастер ловушек,Существо — Человек Солдат,"{W}, {T}: Поверните целевое существо."
Master Healer,Искусный целитель,Существо — Человек Священник,"{T}: Предотвратите следующие 4 повреждения, которые будут нанесены целевому существу или игроку в этот ход."
Mending Hands,Умелые руки,Мгновенное заклинание,"Предотвратите следующие 4 повреждения, которые будут нанесены целевому существу или игроку в этот ход."
Mind Bend,Сгибание Разума,Мгновенное заклинание,"Измените текст целевого перманента, заменив все упоминания одного цвета на другой, или одного типа базовых земель на другой. #(Например, вы можете заменить “нечерное существо” на “незеленое существо”, или “Знание Лесов” на “Знание Островов”. Этот эффект не заканчивается в конце хода.)#"
Mindslicer,Режущий мысли,Существо — Ужас,"Когда Режущий мысли выходит из игры и попадает на кладбище, каждый игрок сбрасывает карты из руки."
Mogg Sentry,Могг-страж,Существо — Гоблин Воин,"Каждый раз, когда оппонент разыгрывает заклинание, Могг-страж получает +2/+2 до конца хода."
Mortivore,Мортивор,Существо — Люргойф,"Сила и выносливость Мортивора равны количеству карт существ на всех кладбищах.
{B}: Регенерируйте Мортивора. #(В следующий раз при уничтожении этого существа в этом ходу, оно не уничтожается. Вместо этого поверните его, снимите с него все повреждения и выведите его из боя.)#"
Natural Affinity,Единение с природой,Мгновенное заклинание,"До конца хода все земли становятся существами со значением силы 2/2, оставаясь при этом землями."
Natural Spring,Природный Источник,Волшебство,Целевой игрок получает 8 жизней.
Needle Storm,Буря игл,Волшебство,Буря игл наносит 4 повреждения каждому существу со способностью полета.
Nekrataal,Некраталь,Существо — Человек Убийца,"Первый удар #(Это существо наносит боевые повреждения раньше существ без Первого удара.)#
Когда Некраталь входит в игру, уничтожьте целевое неартефактное нечерное существо. То существо не может быть регенерировано."
Norwood Ranger,Норвудский лесничий,Существо — Эльф Разведчик,
Ogre Taskmaster,Огр-десятник,Существо — Людоед,Огр-десятник не может блокировать.
Oracle's Attendants,Свита оракула,Существо — Человек Солдат,"{T}: Все повреждения, которые в этот ход наносятся целевому существу со стороны выбранного вами источника вместо этого будут нанесены Свите оракула."
Orcish Artillery,Артиллерия Орков,Существо — Орк Воин,{T}: Артиллерия Орков наносит 2 повреждения целевому существу или игроку и 3 повреждения вам.
Order of the Sacred Bell,Орден Священного колокола,Существо — Человек Монах,
Overgrowth,Избыточный Рост,Чары — Аура,"Зачаровать землю #(При разыгрывании этой карты выберите целью землю. Эта карта входит в игру прикрепленной к той земле.)#
Каждый раз, когда зачарованная земля поворачивается для получения маны, контролирующий ее игрок добавляет {G}{G} в свое хранилище маны."
Paladin en-Vec,Паладин эн-Век,Существо — Человек Рыцарь,"Первый удар, Защита от черного, Защита от красного #(Это существо наносит боевые повреждения раньше существ без Первого удара. Ни один черный или красный объект не может блокировать это существо, делать его своей целью, наносить ему повреждения и зачаровывать его.)#"
Peace of Mind,Покой Разума,Чары,"{W}, сбросьте карту: вы получаете 3 жизни."
Pegasus Charger,Боевой пегас,Существо — Пегас,"Полет #(Это существо может быть блокировано только существом со способностью полета)#.
Первый удар #(Это существо наносит боевые повреждения раньше существ без способности первого удара)#."
Persecute,Преследование,Волшебство,Выберите цвет. Целевой игрок открывает руку и сбрасывает все карты этого цвета.
Phyrexian Arena,Фирексийская арена,Чары,В начале этапа поддержки вы берете карту и теряете 1 пункт жизни.
Phyrexian Gargantua,Фирексийский великан,Существо — Ужас,"Когда Фирексийский великан вступает в игру, вы берете две карты и теряете 2 пункта жизни."
Plagiarize,Плагиат,Мгновенное заклинание,"До конца хода, если целевой игрок должен взять карту, вместо этого тот игрок пропускает это взятие карты, а вы берете карту."
Plague Beetle,Чумной Жук,Существо — Насекомое,"Знание Болот #(Это существо не может быть заблокировано, пока защищающийся игрок контролирует Болото.)#"
Plague Wind,Чумной Ветер,Волшебство,"Уничтожьте все существа, которые вы не контролируете. Они не могут быть регенерированы."
Puppeteer,Кукольник,Существо — Человек Чародей,"{U}, {T}: Вы можете повернуть или развернуть целевое существо."
Quicksand,Зыбучие Пески,Земля,"{T}: добавьте {1} в ваше хранилище маны.
{T}, пожертвуйте Зыбучие Пески: целевое атакующее существо без Полета получает -1/-2 до конца хода."
Raise Dead,Воскрешение,Волшебство,Верните целевое существо с кладбища в руку.
Rathi Dragon,Дракон Рати,Существо — Дракон,"Полет #(Это существо может быть блокировано только существом со способностью полета)#.
Когда Дракон Рати вступает в игру, принесите его в жертву или принесите в жертву две Горы."
Razortooth Rats,Саблезубые крысы,Существо — Крыса,Страх #(Это существо может быть заблокировано только артефактным существом и/или черным существом)#.
Reflexes,Рефлексы,Чары — Аура,"Зачаровать существо #(Когда вы разыгрываете эту карту, целью является существо. Карта вступает в игру вместе с этим существом)#.
Зачарованное существо получает способность первого удара. #(Оно наносит боевые повреждения раньше, чем существа без способности первого удара)#."
Regeneration,Регенерация,Чары — Аура,"Зачаровать существо #(При разыгрывании этой карты выберите целью существо. Эта карта входит в игру прикрепленной к тому существу.)#
{G}: Регенерируйте зачарованное существо. #(В следующий раз при уничтожении того существа в этом ходу, оно не уничтожается. Вместо этого поверните его, снимите с него все повреждения и выведите его из боя.)#"
Relentless Assault,Неутомимая Атака,Волшебство,"Разверните все существа, которые атаковали в этом ходу. После этой главной фазы идет дополнительная фаза боя, а за ней — дополнительная главная фаза."
Reminisce,Воспоминания,Волшебство,Целевой игрок перемещает карты со своего кладбища в свою библиотеку и тасует ее.
Remove Soul,Удаление Души,Мгновенное заклинание,Отмените целевое заклинание существа.
Reverse Damage,Обратные повреждения,Мгновенное заклинание,"В следующий раз, когда выбранный вами источник в этот ход будет наносить вам повреждения, предотвратите повреждения. Вы получаете столько пунктов жизни, сколько вам наносилось повреждений."
River Bear,Речной медведь,Существо — Медведь,"Знание островов #(Это существо невозможно заблокировать, пока обороняющийся игрок контролирует Остров)#."
Rogue Kavu,Негодяй Каву,Существо — Каву,"Каждый раз, когда Негодяй каву нападает один, он получает +2/+0 до конца хода."
Rootbreaker Wurm,Подрывающий корни вурм,Существо — Вурм,"Пробивающий удар #(Если это существо нанесло достаточно повреждений, чтобы уничтожить блокирующих, остальные повреждения оно может нанести обороняющемуся игроку)#."
Rukh Egg,Яйцо птицы рух,Существо — Яйцо,"Когда Яйцо птицы рух выходит из игры и попадает на кладбище, введите в игру фишку красной Птицы со значением силы 4/4 до конца хода."
Sacred Ground,Святая земля,Чары,"Каждый раз, когда заклинание или способность, которую контролирует оппонент, перемещает землю на кладбище, верните эту землю в игру."
Sacred Nectar,Святой нектар,Волшебство,Вы получаете 4 пункта жизни.
Sage Aven,Мудрая птица,Существо — Птица Мудрец,"Полет #(Это существо может быть блокировано только существом со способностью полета)#.
Когда мудрая птица вступает в игру, посмотрите четыре верхних карты вашей библиотеки и положите их обратно в произвольном порядке."
Samite Healer,Самитский Лекарь,Существо — Человек Священник,"{T}: Предотвратите следующее 1 повреждение, которое будет нанесено целевому существу или игроку в этом ходу."
Sanctum Guardian,Страж святыни,Существо — Человек Священник,"Принесите Стража святыни в жертву: в следующий раз, когда в этот ход указанный вами источник будет наносить повреждения целевому существу или игроку, предотвратите повреждения."
Sandstone Warrior,Воин песчанника,Существо — Человек Солдат,"Первый удар #(Это существо наносит боевые повреждения раньше существ без способности первого удара)#.
{R}: Воин песчанника получает +1/+0 до конца хода."
Savannah Lions,Львы саванны,Существо — Кошка,
Scaled Wurm,Чешуйчатый вурм,Существо — Вурм,
Scathe Zombies,Смертоносные Зомби,Существо — Зомби,
Sea Monster,Морское Чудовище,Существо — Змей,"Морское Чудовище не может атаковать, если только защищающийся игрок не контролирует Остров."
Sea's Claim,Зов моря,Чары — Аура,"Зачаровать землю #(Когда вы разыгрываете эту карту, целью является земля. Карта вступает в игру вместе с этой землей)#.
Зачарованная земля становится Островом."
Seasoned Marshal,Закаленный маршал,Существо — Человек Солдат,"Каждый раз, когда Закаленный маршал нападает, вы можете повернуть целевое существо."
Seedborn Muse,"Муза, Рожденная из Семени",Существо — Дух,Разверните все перманенты под вашим контролем во время шага разворота каждого другого игрока.
Seething Song,Песнь кипения,Мгновенное заклинание,Добавьте {R}{R}{R}{R}{R} в запас маны.
Serpent Warrior,Змей-воин,Существо — Змея Воин,"Когда Змей-воин вступает в игру, вы теряете 3 пункта жизни."
Serra's Blessing,Благословение Серры,Чары,"Существа, которых вы контролируете, получают бдительность. #(При нападении они не поворачиваются)#."
Shard Phoenix,Осколочный феникс,Существо — Феникс,"Полет #(Это существо может быть блокировано только существом со способностью полета)#.
Принесите Растерзанного феникса в жертву: Осколочный феникс наносит 2 повреждения каждому существу без способности полета.
{R}{R}{R}: Верните Осколочного феникса с кладбища в руку. Вы можете разыграть эту способность только во время своего этапа поддержки."
Sift,Исследование,Волшебство,"Возьмите три карты, затем сбросьте карту."
Skyhunter Prowler,Небесный Охотник,Существо — Кошка Рыцарь,"Полет, Бдительность #(Это существо может быть заблокировано только существом с Полетом или Захватом, и при нападении это существо не поворачивается.)#"
Slate of Ancestry,Табличка древнего рода,Артефакт,"{4}, {T}, Сбросьте руку: возьмите столько карт, сколько существ вы контролируете."
Slay,Умерщвление,Мгновенное заклинание,"Уничтожьте целевое зеленое существо. Оно не может быть регенерировано.
Возьмите карту."
Sleight of Hand,Ловкость рук,Волшебство,"Посмотрите две верхние карты вашей библиотеки. Одну из них поместите в руку, а вторую положите в библиотеку сверху."
Soul Feast,Пир Души,Волшебство,"Целевой игрок теряет 4 жизни, а вы получаете 4 жизни."
Spineless Thug,Беспозвоночный Убийца,Существо — Зомби Наемник,Беспозвоночный Убийца не может блокировать.
Spirit Link,Духовная Связь,Чары — Аура,"Зачаровать существо #(При разыгрывании этой карты выберите целью существо. Эта карта входит в игру прикрепленной к тому существу.)#
Каждый раз, когда зачарованное существо наносит повреждения, вы получаете столько же жизни."
Stone Rain,Камнепад,Волшебство,Уничтожьте целевую землю.
Storage Matrix,Запоминающая матрица,Артефакт,"Пока Запоминающая матрица не повернута, каждый игрок выбирает артефакт, существо или землю во время своего этапа разворота. Во время этого хода игрок может развернуть только перманенты выбранного типа."
Storm Crow,Вестник ненастья,Существо — Птица,Полет #(Это существо может быть блокировано только существом со способностью полета)#.
Story Circle,Круг Истории,Чары,"При входе Круга Истории в игру выберите цвет.
{W}: В следующий раз при нанесении вам повреждений в этом ходу от выбираемого вами источника выбранного цвета предотвратите эти повреждения."
Stream of Life,Поток жизни,Волшебство,Целевой игрок получает Х пунктов жизни.
Sudden Impact,Внезапный Удар,Мгновенное заклинание,"Внезапный Удар наносит целевому игроку столько повреждений, сколько карт находится в его руке."
Sulfurous Springs,Серные Источники,Земля,"{T}: Добавьте {C} в ваше хранилище маны.
{T}: Добавьте {B} или {R} в ваше хранилище маны. Серные Источники наносят вам 1 повреждение."
Summer Bloom,Летнее цветение,Волшебство,В этот ход вы можете разыграть до трех дополнительных земель.
Swarm of Rats,Стая крыс,Существо — Крыса,"Сила Стаи крыс равняется числу Крыс, которых вы контролируете."
Tanglebloom,Цветок зарослей,Артефакт,"{1}, {T}: Вы получаете 1 пункт жизни."
Teferi's Puzzle Box,Ящик загадок Тефери,Артефакт,"Каждый игрок в начале своего этапа взятия карт кладет карты из руки в библиотеку сверху в произвольном порядке, а затем берет столько же карт."
Temporal Adept,Служитель времени,Существо — Человек Мудрец,"{U}{U}{U}, {T}: Верните целевой перманент в руку владельца."
Thieving Magpie,Сорока-Воровка,Существо — Птица,"Полет #(Это существо может быть заблокировано только существом с Полетом или Захватом.)#
Каждый раз, когда Сорока-Воровка наносит оппоненту повреждения, вы берете карту."
Thought Courier,Посланник мысли,Существо — Человек Мудрец,"{T}: Возьмите карту, затем сбросьте карту."
Threaten,Угроза,Волшебство,Разверните целевое существо и получите контроль над ним до конца хода. То существо получает Ускорение до конца хода. #(Оно может атаковать и {T} в этом ходу.)#
Thundermare,Грозовой конь,Существо — Грозовой конь,"Ускорение #(Это существо может нападать во время того хода, когда оно попало под ваш контроль)#.
Когда Грозовой конь вступает в игру, поверните все остальные существа."
Tidal Kraken,Приливный кракен,Существо — Кракен,Приливного кракена невозможно блокировать.
Tidings,Вести,Волшебство,Возьмите четыре карты.
Trade Routes,Торговые пути,Чары,"{1}: Верните целевую землю, которую вы контролируете, в руку владельца.
{1}, Сбросьте карту земли: возьмите карту."
Trained Armodon,Дрессированный армодон,Существо — Слон,
Treasure Trove,Сокровищница,Чары,{2}{U}{U}: Возьмите карту.
Tree Monkey,Древесная обезьяна,Существо — Обезьяна,"Древесная обезьяна может блокировать, как если бы она обладала способностью полета."
Treetop Bracers,Наручи Верхолазов,Чары — Аура,"Зачаровать существо #(При разыгрывании этой карты выберите целью существо. Эта карта входит в игру прикрепленной к тому существу.)#
Зачарованное существо получает +1/+1 и может быть заблокировано только существом с Полетом."
Underground River,Подземная Река,Земля,"{T}: Добавьте {C} в ваше хранилище маны.
{T}: Добавьте {U} или {B} в ваше хранилище маны. Подземная Река наносит вам 1 повреждение."
Ur-Golem's Eye,Глаз праголема,Артефакт,{T}: Добавьте {2} в запас маны.
Urza's Mine,Шахта Урзы,Земля — Шахта Урзы,"{T}: Добавьте {1} в запас маны. Если вы контролируете Электростанцию Урзы и Башню Урзы, вместо этого добавьте {2} в запас маны."
Urza's Power Plant,Электростанция Урзы,Земля — Электростанция Урзы,"{T}: Добавьте {1} в запас маны. Если вы контролируете Шахту Урзы и Башню Урзы, вместо этого добавьте {2} в запас маны."
Urza's Tower,Башня Урзы,Земля — Башня Урзы,"{T}: Добавьте {1} в запас маны. Если вы контролируете Шахту Урзы и Электростанцию Урзы, вместо этого добавьте {3} в запас маны."
Utopia Tree,Утопическое дерево,Существо — Растение,{T}: Добавьте один пункт маны любого цвета в запас маны.
Venerable Monk,Почтенный Монах,Существо — Человек Монах Священник,"Когда Почтенный Монах входит в игру, вы получаете 2 жизни."
Verdant Force,Зеленая Сила,Существо — Элементаль,В начале каждого шага поддержки положите в игру под вашим контролем одну фишку существа 1/1 зеленый Сапролинг.
Verduran Enchantress,Вердуранская чародейка,Существо — Человек Друид,"Каждый раз, когда вы разыгрываете заклинание волшебства, вы можете взять карту."
Veteran Cavalier,Ветеран кавалерии,Существо — Человек Рыцарь,Бдительность #(При нападении это существо не поворачивается)#.
Viashino Sandstalker,Песчаный странник Виашино,Существо — Виашино Воин,"Ускорение #(Это существо может нападать во время того хода, когда оно попало под ваш контроль)#.
В конце хода верните Песчаного странника Виашино в руку владельца. #(Только если он в игре)#."
Viridian Shaman,Виридийский Шаман,Существо — Эльф Шаман,"Когда Виридийский Шаман входит в игру, уничтожьте целевой артефакт."
Volcanic Hammer,Вулканический молот,Волшебство,Вулканический молот наносит 3 повреждения целевому существу или игроку.
Vulshok Morningstar,Палица Вулшока,Артефакт — Снаряжение,"Существо со снаряжением получает +2/+2.
Снарядить {2} #({2}: прикрепите к целевому существу, которое вы контролируете. Только как волшебство)#."
Wanderguard Sentry,Караульный,Существо — Дрон,"Когда Караульный вступает в игру, посмотрите руку целевого оппонента."
Warrior's Honor,Честь Воина,Мгновенное заклинание,Существа под вашим контролем получают +1/+1 до конца хода.
Weathered Wayfarer,Закаленный путник,Существо — Человек Бродяга Священник,"{W}, {T}: Найдите в своей библиотеке карту земли, откройте ее и поместите в свою руку. Затем перетасуйте библиотеку. Разыграйте эту способность только в том случае, если оппонент контролирует больше земель, чем вы."
Web,Паутина,Чары — Аура,"Зачаровать существо #(Когда вы разыгрываете эту карту, целью является существо. Карта вступает в игру вместе с этим существом)#.
Зачарованное существо получает +0/+2 и может блокировать, как если бы она обладала способностью полета."
Weird Harvest,Странный урожай,Волшебство,"Каждый игрок может выбрать в своей библиотеке до X карт существ, открыть эти карты и поместить их в свою руку. Затем каждый игрок, который выбирал карты, тасует библиотеку."
Whip Sergeant,Погоняющий сержант,Существо — Человек Солдат,{R}: Целевое существо получает способность ускорения до конца хода. #(Оно может нападать в этот ход)#.
Wildfire,Пожар,Волшебство,Каждый игрок приносит в жертву четыре земли. Пожар наносит 4 повреждения каждому существу.
Will-o'-the-Wisp,Блуждающий огонек,Существо — Дух,"Полет #(Это существо может быть блокировано только существом со способностью полета)#.
{B}: Регенерируйте Блуждающий огонек. #(Если в течение этого хода это существо будет уничтожено, оно не отправляется на кладбище. Вместо этого поверните его, снимите с него все повреждения и выведите его из боя)#."
Withering Gaze,Опустошительный взгляд,Волшебство,"Целевой оппонент открывает руку. Вы берете столько карт, сколько Лесов и зеленых карт в руке у оппонента."
Wood Elves,Лесные эльфы,Существо — Эльф Разведчик,"Когда Лесные эльфы вступают в игру, найдите в своей библиотеке карту леса и введите ее в игру. Затем перетасуйте библиотеку."
Worship,Поклонение,Чары,"Если вы контролируете существо и вам наносятся повреждения, в результате которых общее число вашей жизни оказывается меньше 1, вместо этого общее число вашей жизни снижается только до 1."
Wrath of God,Гнев Божий,Волшебство,Уничтожьте все существа. Они не могут быть регенерированы.
Yavimaya Enchantress,Явимайская Чародейка,Существо — Человек Друид,"Явимайская Чародейка получает +1/+1 за каждые чары, находящиеся в игре."
Yawgmoth Demon,Демон Ягмота,Существо — Демон,"Полет #(Это существо может быть блокировано только существом со способностью полета)#.
Первый удар #(Это существо наносит боевые повреждения раньше существ без способности первого удара)#.
В начале вашего этапа поддержки вы можете принести в жертву артефакт. Если вы этого не делаете, поверните Демона Ягмота, при этом он наносит вам 2 повреждения."
Zealous Inquisitor,Рьяный инквизитор,Существо — Человек Священник,"{1}{W}: Следующее 1 повреждение, которое будет нанесено Рьяному инквизитору в этот ход, вместо этого будет нанесено целевому существу."
Zodiac Monkey,Зодиакальная обезьяна,Существо — Обезьяна,"Знание лесов #(Это существо невозможно заблокировать, пока обороняющийся игрок контролирует Лес)#."
Zombify,Зомбирование,Волшебство,Верните целевое существо с кладбища в игру.
Zur's Weirding,Предопределение Зура,Чары,"Игроки играют с открытыми руками.
Если игрок берет карту, он открывает ее. Затем любой из игроков может заплатить 2 пункта жизни. Если он это делает, карта помещается на кладбище владельца. В противном случае игрок берет эту карту."
Abstruse Interference,Неясное Вмешательство,Мгновенное заклинание,"Лишение #(У этой карты нет цвета.)#
Отмените целевое заклинание, если только контролирующий его игрок не заплатит {1}. Вы кладете на поле битвы одну фишку существа 1/1 бесцветный Эльдрази Отпрыск. Она имеет способность «Пожертвуйте это существо: добавьте {C} в ваше хранилище маны». #({C} обозначает бесцветную ману.)#"
Affa Protector,Защитник Аффы,Существо — Человек Солдат Союзник,Бдительность
Akoum Flameseeker,Акумская Огнеискательница,Существо — Человек Шаман Союзник,"#Когорта# — {T}, поверните неповернутого Союзника под вашим контролем: сбросьте карту. Если вы это делаете, возьмите карту."
Allied Reinforcements,Союзное Подкрепление,Волшебство,Положите на поле битвы две фишки существа 2/2 белый Рыцарь Союзник.
Ancient Crab,Древний Краб,Существо — Краб,
"Ayli, Eternal Pilgrim","Айли, Вечная Паломница",Легендарное Существо — Кор Священник,"Смертельное касание
{1}, пожертвуйте другое существо: вы получаете количество жизней, равное выносливости пожертвованного существа.
{1}{W}{B}, пожертвуйте другое существо: изгоните целевой не являющийся землей перманент. Активируйте эту способность, только если количество ваших жизней превышает ваше начальное количество жизней как минимум на 10."
Baloth Null,Балот-Ничтожество,Существо — Зомби Зверь,"Когда Балот-Ничтожество выходит на поле битвы, верните не более двух целевых карт существ из вашего кладбища в вашу руку."
Baloth Pup,Детеныш Балота,Существо — Зверь,"Детеныш Балота имеет Пробивной удар, пока на нем есть жетон +1/+1."
Bearer of Silence,Несущий Молчание,Существо — Эльдрази,"Лишение #(У этой карты нет цвета.)#
Когда вы разыгрываете Несущего Молчание, вы можете заплатить {1}{C}. Если вы это делаете, целевой оппонент приносит в жертву существо. #({C} обозначает бесцветную ману.)#
Полет
Несущий Молчание не может блокировать."
Birthing Hulk,Плодовитый Громадина,Существо — Эльдрази Дрон,"Лишение #(У этой карты нет цвета.)#
Когда Плодовитый Громадина выходит на поле битвы, положите на поле битвы две фишки существа 1/1 бесцветный Эльдрази Отпрыск. Они имеют способность «Пожертвуйте это существо: добавьте {C} в ваше хранилище маны». #({C} обозначает бесцветную ману.)#
{1}{C}: регенерируйте Плодовитого Громадину."
Blinding Drone,Слепящий Дрон,Существо — Эльдрази Дрон,"Лишение #(У этой карты нет цвета.)#
{C}, {T}: поверните целевое существо. #({C} обозначает бесцветную ману.)#"
